protein name	cluster
RNF169	198
ARHGAP45	198
PKN3	198
GSE1	198
CAB39	198
CLIP3	198
USH1G	198
ENPP7	198
FOXC2	198
SLAIN1	199
HSF2BP	199
PDLIM7	199
TBC1D30	199
ZMAT5	199
MEIS3	199
ZNF23	199
FKBP6	199
FAM228A	199
PIH1D1	199
ANKS1B	199
CDC42EP2	199
UBXN11	199
CAMSAP3	199
DHX15	199
ODF3B	199
TULP3	199
ZNF343	199
ZFC3H1	199
ADD1	199
CASS4	199
HNRNPH2	199
DZIP1L	199
FAM110B	199
MAGEA12	199
RBM17	199
AGGF1	199
INSYN2A	199
NUDT10	199
LRRC29	199
FUT9	199
PLB1	199
NPPA	199
DEFB112	199
TUFM	200
DESI2	200
DERL1	200
CMTM5	200
CMTM3	200
AGPAT4	200
SYP	200
REEP5	200
RHEX	200
CNIH1	200
SYNGR3	200
BSND	200
SUCLA2	200
WIPI2	200
JOSD2	200
NAT8	200
MAL2	200
SCAMP1	200
HTATIP2	200
SCAMP5	200
PRAF2	200
CMTM6	200
APOA5	200
ECPAS	200
SMPD2	200
MRRF	200
SSX5	200
GDNF	200
APOA4	200
MCEE	200
RDH10	200
DDA1	200
SSX3	200
GAD1	200
TSPAN31	200
LNX1	201
SYT6	201
PPP1R18	201
BAHD1	201
CCDC187	201
NME4	201
CNNM3	201
CBY1	201
RAB33A	201
POLDIP3	201
MYEF2	201
IP6K3	201
ZNF497	201
PAX4	201
EEF2KMT	201
CCDC91	201
PRR5L	201
ITGB2	201
KCTD1	201
NIF3L1	201
DOK3	201
FLYWCH1	201
FOXD4L1	201
RBM10	201
CHCHD3	201
EXOSC1	201
ZNF148	201
PAFAH1B3	201
ZNF213	201
DDX17	201
DMC1	201
ENOX1	201
PSMF1	201
CEP85	201
PURB	201
CYSLTR2	201
PPIH	201
NUDT14	201
RUFY4	201
ZBTB25	201
POLE2	201
ANKRD36	201
MED25	202
TFG	202
HGS	202
HSF4	202
MYOZ1	202
KLHL38	202
SMARCE1	202
MEIS2	202
FAM110A	202
RFC2	202
KRT85	202
KRT3	202
PSMB11	202
KRT86	202
SCT	202
TIMM10B	202
CCDC183	202
AC084337.2	202
IFT74	202
EXOC3L1	202
KRT4	202
KRT71	202
KRT82	202
KRT80	202
KRT1	202
KRT8	202
KRT78	202
KRT6C	202
KRT74	202
KRT72	202
KRT2	202
KRT6B	202
KRT79	202
KRT5	202
KRT6A	202
KRT81	202
LRRC61	202
ASB12	202
MED21	202
GOLGA7B	202
BRPF1	202
GET4	202
LURAP1	202
FBN1	202
BCL2L13	203
BNIP3L	203
FAM209A	203
TMEM79	203
AMIGO1	203
TMEM106A	203
GPX8	203
SUSD3	203
SIGLEC12	203
PLEKHO1	203
CREB3L3	203
COQ9	203
GOLM2	203
FNDC9	203
SLC7A14	203
FAM20B	203
EOGT	203
VKORC1	203
SLC22A23	203
AQP2	203
TMEM154	203
LRRC4C	203
RMDN3	203
BSCL2	203
CLDN5	203
RHAG	203
CYB5R3	203
PAGE1	203
SLC1A1	203
CLEC2A	203
SYT15	203
LOC102724488	203
MRM3	203
SIT1	203
ALG8	203
GHITM	203
CD200R1	203
ERVFRD-1	203
HACD2	203
IL27RA	203
TEX29	203
NXPE3	203
SLC13A3	203
NCR3LG1	203
JSRP1	203
SLC14A2	203
ATP6V0E1	203
SYNPR	203
APOC3	203
PTPN5	203
CLEC4G	203
TWSG1	203
SCGB1D1	203
TMEM236	203
CHODL	203
TMEM47	203
C16orf92	203
GPR108	203
NTAQ1	204
SPATA18	204
ZNF19	204
POLR2J	204
CCDC153	204
ARRB1	204
GAS7	204
LSM4	204
CGGBP1	204
PAX9	204
RWDD2A	204
MXRA8	204
CD22	204
MCMBP	204
ZNF511	204
RHOBTB3	204
POLL	204
SAP18	204
CUL3	204
KCTD10	204
BTBD3	204
KCTD13	204
BTBD6	204
NADSYN1	204
GNMT	204
BEND5	204
ZBTB8B	204
TBC1D13	204
TNIP3	204
LSM14B	204
ARID4B	204
PRR23B	204
SPANXB1	204
HELT	204
TXNDC9	204
EIF2B1	204
DAXX	204
TSHZ3	204
TNFAIP1	204
CASP6	204
DCTPP1	204
MYDGF	204
ACOT13	204
BEX1	204
RNF138	204
METTL17	204
AKIRIN2	204
ZNF580	204
FTL	204
TRIM73	204
CDK2AP1	204
CUTC	204
HPRT1	204
KCTD4	204
SELENOV	204
EFCAB3	204
RBM39	204
ZNF185	204
PPM1K	204
CCDC152	204
ACY1	204
CDKN2AIPNL	204
ASL	204
GNPDA2	204
RD3	204
CAVIN4	204
CCDC115	204
MED22	204
MOB2	204
PGPEP1	204
LGALS9B	204
GSTA4	204
UFC1	204
FAM72D	204
SFN	204
VAX1	205
SLIRP	205
PICK1	205
IKZF1	205
FBXL3	205
MSRA	205
VIM	205
SH3GLB2	205
ZBTB8A	205
ZNF71	205
KATNBL1	205
TBC1D7	205
CALCOCO1	205
SYCE1	205
RAPGEF3	205
EIF3D	205
PHF19	205
WT1	205
DNAJB13	205
STK19	205
KIAA1328	205
ESCO2	205
KCTD6	205
ZZZ3	205
GRIP1	205
CCM2	205
ZBTB49	205
VBP1	205
MALSU1	205
MSS51	205
TNK1	205
ZFYVE26	205
SSNA1	205
STMN3	205
YJU2B	205
DNTTIP2	205
ARMCX1	205
CNKSR3	205
RAD18	205
PDCD5	205
PCBD1	205
INO80E	205
TRIM10	205
TSN	205
ZNF276	205
FAM219B	205
GRB10	205
SNRPA1	205
OARD1	205
ANKRD28	205
IPO8	205
ZFP2	205
TSC22D4	205
CEP95	205
ZNF576	205
DNTTIP1	205
ZNF205	205
DCTD	205
UTP3	205
ISCU	205
DCUN1D5	205
AEBP2	205
TLNRD1	205
MTG1	205
GPATCH11	205
ROBO3	205
TPM4	205
NOC4L	205
PTRH1	205
ZNF624	205
DMD	205
C4orf46	205
NATD1	205
RUBCN	205
TNKS	205
CTNNAL1	205
RNF135	205
C1orf131	205
HUS1	205
CSTF2T	206
UBQLN2	206
MGST1	206
VIP	206
FZD7	206
CCDC138	206
NCALD	206
UBQLN1	206
CAPN15	206
UBAC1	206
ZFAND2A	206
RTL8B	206
PEX19	206
SNX17	206
STAM2	206
COL9A2	206
HIP1	206
UBC	206
SAMD11	206
SLC16A3	206
DESI1	206
CSN3	206
PLOD3	206
PPIL1	206
COL1A2	206
CDSN	206
GUCA2A	206
SERPINE1	206
GAL	206
PMEPA1	206
HPCAL1	206
DPEP2NB	206
PEG10	206
BAG6	206
TXNDC12	206
UBB	206
SMIM11A	206
SMIM11B	206
VSNL1	206
LAMB1	206
LIF	206
ACOT7	206
UBXN1	206
SEZ6L	206
DPF2	206
UBE2V1	206
PRR4	206
HAUS8	206
NME3	206
CTAG2	206
CCDC158	206
SHISA4	206
RNF128	206
CD99L2	206
ZG16	206
IST1	206
SRGN	206
PLAAT2	206
SERPINI2	206
SLPI	206
CDH15	206
DMKN	206
ZG16B	206
PRAP1	206
LAIR2	206
WFDC12	206
ITPRIPL1	206
NAXD	206
COL10A1	206
OSMR	206
RBM24	206
ODAPH	206
DEXI	206
F10	206
ASB7	206
MTX2	206
CST1	206
RTL8C	206
ASCL1	206
TFF1	206
C1QTNF4	206
SMIM19	206
OR7D4	206
C6orf15	206
PLA2G2F	206
ZFAND2B	206
FDCSP	206
MEOX2	207
NFYA	207
MEOX1	207
PAX5	207
HMGB3	207
CDC34	207
POLR3GL	207
ACOT12	207
GLRX3	207
PAX6	207
TEKT1	207
MEI4	207
LRP2BP	207
MRPL28	207
EFS	207
FOXN1	207
ZFP90	207
GRHL2	207
SAE1	207
CHAF1A	207
CLPP	207
ZNF688	207
SAMD4A	207
METTL21A	207
METAP1	207
CTTNBP2	207
SLC66A1	207
VMP1	207
CFAP53	207
ZNF512B	207
CXCL5	207
SPDYE4	207
BCL2L2-PABPN1	207
PAX8	207
TBX19	207
PDE4DIP	207
PPARA	207
ZNF639	207
GJC1	207
ZNF69	207
ITGB3BP	207
ZNF20	207
DUS1L	207
TTC9C	207
EIF5A	207
ANKRD55	207
KLF15	207
NAGK	207
ILF2	207
STRA8	207
SERGEF	207
RCN3	207
C10orf88	207
RBAK	207
RNF25	207
TTC23L	207
ISY1	207
RFX3	207
CACNA1S	207
CCDC106	207
ODF2	207
ANKRD1	207
ZNF547	207
FTL	207
SERTAD1	207
NDUFB7	207
NDUFB2	207
CTIF	207
CD160	207
MAB21L2	207
SERTAD2	207
VWA5A	207
AKT2	207
BUD31	207
RIMS3	207
PDS5A	207
RRP8	207
CPNE2	207
DNMT3A	207
ZNF558	207
TTLL10	207
MDM4	207
CCND3	207
ISY1-RAB43	207
EIF6	207
INTS10	207
SNRNP35	207
LY6G6D	207
WFDC5	207
OR6B1	207
BOD1L2	207
CCNI	207
DOCK8	207
IFIT2	207
KBTBD7	207
TEX14	207
TJAP1	207
IQGAP1	207
DEF8	207
ATG12	207
DPH3	207
TSPAN7	207
TRIM17	207
PDP1	207
LRRC18	207
VWCE	207
HOOK3	207
CHD2	207
PRMT3	207
PRKG1	207
ZKSCAN3	207
ZBED8	207
SPON1	207
ARHGEF15	207
PLAAT1	207
MOBP	207
ELOA2	207
FUCA2	208
WNT11	208
NUFIP2	208
LCE1E	208
LCE1A	208
LCE4A	208
VWC2	208
KRTAP5-3	208
LCE1B	208
KRTAP5-2	208
KRTAP4-12	208
KRTAP10-1	208
KRTAP8-1	208
DMRT3	208
CRYBA1	208
TNS2	208
TEKT3	208
INTS11	208
RHOXF2	208
RNF38	208
FAM168B	208
TEKT5	208
RBPMS	208
OXER1	208
CRYBA2	208
CERCAM	208
EVX2	208
KRTAP19-6	208
KRTAP6-2	208
KRTAP10-8	208
C19orf54	208
CYSRT1	208
KRTAP26-1	208
VGLL3	208
KRTAP3-3	208
KRTAP3-2	208
KRTAP12-4	208
KRTAP19-3	208
ACY3	208
RBM11	208
PRKAG1	208
ATG9A	208
AKAP8L	208
PRDM6	208
FHL5	208
KRTAP19-5	208
KRTAP6-3	208
ECM1	208
NEU4	208
ALDH3B1	208
KRTAP1-1	208
KRTAP12-3	208
KRTAP1-3	208
KRTAP5-9	208
FCHO1	208
RIMBP3C	208
SMUG1	208
KRTAP13-2	208
PRR22	208
RANBP3	208
KRTAP9-8	208
KRTAP9-3	208
ADAMTSL4	208
TSC1	208
NR1D2	208
NHLRC4	208
ZBTB32	208
KRTAP19-1	208
KRTAP15-1	208
LCE1C	208
LCE1F	208
KRTAP19-7	208
KRTAP7-1	208
TFAP2D	208
KLHL20	208
CNFN	208
SSC4D	208
ADAM12	208
TRIM42	208
SPRY1	208
TEX37	208
KRTAP11-1	208
KRTAP6-1	208
KRTAP19-2	208
KPRP	208
CDPF1	208
KRTAP2-3	208
KRTAP2-4	208
KRTAP9-2	208
KRTAP10-7	208
SH3RF2	208
TBX2	208
SHARPIN	208
SEMA3B	208
KRTAP10-9	208
KRTAP12-2	208
NOTCH2NLA	208
NBPF19	208
SCARF1	208
PDE9A	208
SLC39A7	208
ZNF837	208
ZNF764	208
ZNF552	208
B4GALT7	208
MSX2	208
CHRNG	208
GRN	208
FAM76B	208
PTPMT1	208
UTP23	208
POU4F2	208
LCE2B	208
GNE	208
SMCP	208
VASN	208
CRCT1	208
LCE1D	208
P4HB	208
LCE3E	208
KRTAP12-1	208
LCE2D	208
TSPAN4	208
KRTAP1-5	208
C22orf39	208
LCE3C	208
RGS20	208
KRTAP13-1	208
KRTAP4-5	208
TRIP6	208
POU2AF1	208
PRDM14	208
PLA2G10	208
NID2	208
C11orf1	208
ZNF34	208
KRTAP13-3	208
HCK	208
ZDHHC1	208
LIMS1	208
HSPB2	208
HSPB2-C11orf52	208
CCN3	208
PLSCR3	208
RSPO4	208
ZNHIT1	208
CBLL2	208
ZNF414	208
GGN	208
CHRD	208
SLIT1	208
KRTAP3-1	208
SHFL	208
HEY2	208
PLAC8	208
PITX2	208
ZNF440	208
OLIG3	208
ATP23	208
UNKL	208
FBLN1	208
ESM1	208
ITGB5	208
GSTP1	208
HSD3B7	208
ITGB4	208
CST2	208
TNP2	208
ALPP	208
FAM221B	208
ZNF319	208
ZNF696	208
LCE5A	208
LCE2C	208
LCE3B	208
KRTAP5-7	208
ITIH6	208
RNF144B	208
SLC15A2	208
KLHL26	208
KRT83	208
GPRIN2	208
KRTAP10-11	208
KRTAP4-2	208
C17orf50	208
WDR83	208
SPATA8	208
HYAL2	208
BEGAIN	208
ANKRD10	208
GATA1	208
IPO13	208
HYI	208
POU4F3	208
MAPKBP1	208
LCE2A	208
KRTAP22-1	208
FASLG	208
CPSF7	208
SYNGAP1	208
PCSK5	208
PLSCR4	208
HDHD3	208
SPRED2	208
KHDRBS2	208
GMNN	208
CYHR1	208
NTN4	208
KRTAP21-2	208
TGM1	208
SLC13A5	208
PHLDA1	208
KRTAP5-11	208
KRTAP4-11	208
KRTAP10-5	208
CFP	208
CHIC2	208
LINGO1	208
LCE3A	208
PHAF1	208
TENT5A	208
SPRY2	208
VSTM4	208
CES1	208
TGFB1	208
C2orf68	208
CTSZ	208
ETNK2	208
SLC25A48	208
FBXW5	208
BCL6B	208
HOXB9	208
ZNF266	208
KHDRBS3	208
KRTAP17-1	208
KRTAP5-8	208
EPDR1	208
PIGS	208
C11orf87	208
RBP3	208
PLSCR2	208
P2RX7	208
PNMA2	208
VWC2L	208
C9orf24	208
RGS17	208
NR4A3	208
SPRY3	208
ANAPC11	208
ZNF503	208
LCE3D	208
KRTAP5-6	208
KRTAP5-4	208
NUBP2	208
JOSD1	208
NECTIN2	208
DOCK2	208
TRAPPC14	208
IGSF8	208
RHBDL1	208
MYOM1	208
ICAM4	208
P3H3	208
MXI1	208
NPBWR2	208
UXT	208
KLK8	208
PGAP6	208
BRME1	208
LRRC41	208
HSPA12B	208
FADS2	208
TAPBPL	208
CLEC18A	208
SEMA4C	208
SLC23A1	208
R3HDM2	208
PRF1	208
MTA1	208
RPS19BP1	208
MXD3	208
EFEMP1	208
FBLN2	208
KRTAP10-10	208
PTGDS	208
DHX57	208
ZNF439	208
ZNF524	208
AL807752.7	208
CYP21A2	208
JUP	208
CERK	208
IL10	208
BMP7	208
MRGBP	208
CST9L	208
KRTAP5-1	208
NPDC1	208
FBXO34	208
ESR2	208
SPRY4	208
OIT3	208
QPRT	208
C7orf31	208
SPATA24	208
SAMD7	208
DMRTB1	208
HHEX	208
FOXD2	208
CSF1	208
OLFM2	208
SLC12A4	208
SLC5A5	208
ZNF574	208
DCDC2B	208
SLC15A3	208
CD164	208
YIPF3	208
RSPO2	208
ODF1	208
RALGDS	208
PTH1R	208
BATF2	208
KRTAP4-4	208
P2RY6	208
RGS19	208
C11orf16	208
ZNF843	208
KRTAP13-4	208
KRTAP4-1	208
MACO1	208
RNF208	208
ADRA2C	208
EMC7	208
CBX2	208
ZFHX2	208
NSD1	208
GATA3	208
ADAMTSL3	208
PEAR1	208
NMU	208
ZNF768	208
SPATA3	208
FZD10	208
GLP1R	208
FEZF1	208
ADAMTSL5	208
DALRD3	208
LELP1	208
PTK7	208
PKD2	208
NKD1	208
CRH	208
DHRS1	208
CTRC	208
ZNF491	208
TSPYL6	208
ZNF101	208
ZNF786	208
SPG7	208
ZNF578	208
TENM4	208
NECTIN3	208
CSKMT	208
RGL2	208
CCDC17	208
ECE1	208
PAX3	208
MELTF	208
POTEB3	208
TEX45	208
SMOC1	208
GATA2	208
CCDC28A-AS1	208
RAMP3	208
RERE	208
LRRN4	208
SLC22A5	208
INPP5D	208
RHBG	208
KCTD15	208
P2RX4	208
TIMM22	208
MFSD13A	208
CD300LG	208
ZNF473	208
LRFN4	208
INS	208
MT1M	208
KCNS2	208
CTNNBIP1	208
TMEM150A	208
CELF5	208
MT1B	208
SLC6A20	208
SLC43A2	208
ZNF672	208
LGALS9C	208
PRR30	208
SLC25A18	208
COA5	208
TACSTD2	208
SPPL2C	208
MRPL40	208
RTN4RL1	208
CCER1	208
MRPL23	208
SPAG4	209
CD33	209
HHLA2	209
FCGR1A	209
CREB3L1	209
ARL13B	209
KIR3DL3	209
NIPAL3	209
MANBAL	209
CD79A	209
TMEM14B	209
EDA	209
VMA21	209
MFF	209
GJA5	209
TMEM176A	209
CERS4	209
TIMMDC1	209
MTIF3	209
RETREG3	209
MFSD14B	209
KCNK5	209
SGPL1	209
TMX2	209
ELOVL5	209
AQP6	209
LYVE1	209
SCN3B	209
TMUB2	209
HSD17B13	209
ATP13A1	209
THBD	209
TPRG1	209
MRM1	209
SLC10A1	209
TMEM98	209
ATP1B3	209
STOM	209
GJB1	209
MUC1	209
TBXA2R	209
VRK2	209
ARL6IP6	209
C5orf46	209
MFSD5	209
GJA8	209
CLEC10A	209
SCARA5	209
CYB561	209
BEST2	209
SLC35C2	209
BIK	209
BNIP1	209
DARS2	209
ORMDL2	209
ERGIC3	209
GGT7	209
SLC19A3	209
CMTM2	209
EBP	209
TM4SF18	209
SSMEM1	209
SLC39A2	209
STX3	209
TSNARE1	209
GPR152	209
TMPPE	209
LHFPL5	209
SYNJ2BP	209
CLDN9	209
STMN4	209
STX4	209
GORAB	209
EBAG9	209
RIC3	209
CPLX4	209
LRRC25	209
TMEM139	209
EVI2B	209
KIR2DL3	209
ODF4	209
PVR	209
CISD2	209
FMO1	209
SLC10A6	209
REEP4	209
GRINA	209
TMEM31	209
GET1	209
LDAF1	209
SLC48A1	209
C10orf67	209
MGLL	209
IL10RA	209
YIPF4	209
ADGRE2	209
CBLIF	209
CD53	209
AIG1	209
FCER1G	209
MMGT1	209
ACSL5	209
CCDC167	209
LTC4S	209
VAMP2	209
PRB1	209
SPINT1	209
TMEM80	209
PANX1	209
ELOVL4	209
GPR42	209
MGST3	209
TMEM51	209
THAP4	209
MCFD2	209
SPN	209
CD74	209
FDFT1	209
POMGNT1	209
SLC35B1	209
MMD	209
NCAPH2	209
SLC7A8	209
SPACA1	209
FFAR2	209
FCGR2A	209
FCRL3	209
GPR101	209
CNR2	209
HSD17B11	209
LEUTX	209
RUSF1	209
TMEM237	209
TMEM205	209
TMEM88	209
VEZT	209
TLCD4	209
PGRMC2	209
ANKS6	209
LNPEP	209
APH1A	209
CRB3	209
SLC16A2	209
SERINC2	209
TRHR	209
TMEM86B	209
ANK1	209
SLC18A1	209
GPR151	209
SLC35G1	209
MGAM	209
MSR1	209
CLDN10	209
RFT1	209
GPRC5D	209
TMEM121	209
SAR1A	209
VSIR	209
FAM210B	209
TMEM35A	209
TM4SF19	209
PTGES	209
PDZK1IP1	209
TMEM52B	209
NEMP1	209
FAM174A	209
CLEC14A	209
CLDN7	209
AHNAK2	209
TM4SF19-DYNLT2B	209
HEXB	209
MSMO1	209
MMP14	209
CYP4F22	209
GOLT1A	209
CALN1	209
TMEM248	209
KCNJ6	209
ASGR2	209
TVP23B	209
FFAR3	209
RNF5	209
LEPROT	209
HIBADH	209
RHBDD1	209
SGMS2	209
PSCA	209
ERP29	209
TOMM6	209
SYT1	209
REEP1	209
CD68	209
CLDN2	209
CLEC17A	209
CYBRD1	209
TMEM120A	209
RELL2	209
RNF185	209
RNF19B	209
AQP10	209
TAS2R19	209
TM6SF2	209
PEX12	209
LHFPL2	209
ICAM3	209
LRCH4	209
ELOVL7	209
RNASEK	209
SPCS1	209
ALG10	209
WFDC2	209
RHOT2	209
CLDND2	209
AQP3	209
CLN5	209
ZFYVE27	209
LSMEM2	209
TMPRSS2	209
SYNDIG1	209
VEGFA	209
SLC12A7	209
TMEM50B	209
AGPAT3	209
C2	209
TAP1	209
SLC35F1	209
PDCD1LG2	209
PSENEN	209
GPR61	209
SGCB	209
TMEM207	209
CXorf66	209
MARCHF2	209
SLC35E4	209
JPH1	209
UBXN8	209
PEX11G	209
SFXN3	209
SLC38A1	209
UNC93A	209
ICMT	209
PEDS1-UBE2V1	209
TBC1D20	209
TMEM115	209
EMC6	209
YIPF2	209
SEC61G	209
SLC52A1	209
ALOX5AP	209
PEMT	209
KCNK1	209
GYPC	209
SFXN5	209
ST6GAL2	209
CORIN	209
OTULINL	209
PIGF	209
SLC16A12	209
SFXN2	209
TMEM234	209
UBE2J2	209
TLCD1	209
TMEM143	209
TMEM144	209
SLC25A46	209
SFXN1	209
TMEM74	209
FUNDC2	209
PRRT2	209
LY6D	209
MFSD3	209
SLC35G2	209
DHRSX	209
CD52	209
GKN1	209
FAXDC2	209
SERF1A	209
ARV1	209
SLC16A13	209
ZDHHC21	209
TMIE	209
TMEM119	209
DEFB108B	209
GAST	209
MYADML2	209
RHD	209
PTPN1	209
HSD3B1	209
SERF1B	209
SLC35F6	209
LPCAT2	209
ASZ1	209
SLC23A2	209
AQP9	209
KCNN4	209
SPNS3	209
REEP2	209
NDUFAF2	209
TMEM208	209
SLC35E3	209
FETUB	209
SLC29A2	209
CD40	209
SYT2	209
SLC26A6	209
TMEM101	209
NDUFA3	209
GJB3	209
LAYN	209
SLC16A7	209
OTOP3	209
GJB5	209
GJB4	209
TMEM106C	209
SEC11C	209
CLEC12B	209
ATP1B4	209
RHCG	209
MR1	209
IFNGR2	209
LYPD5	209
TMEM45A	209
TSPAN12	209
F11R	209
LDLRAD1	209
HACD1	209
STING1	209
MS4A3	209
LAPTM5	209
TMEM9	209
HAS3	209
TMEM45B	209
LRRC59	209
MCEMP1	209
CGRRF1	209
MRPS18B	209
ATP6V0B	209
C8A	209
SLC39A13	209
SCRG1	209
CACNG1	209
AQP8	209
EVI2A	209
DNAJC1	209
PIGP	209
TMEFF2	209
CLRN1	209
CLSTN3	209
TMEM130	209
SYPL2	209
TMEM41A	209
MARCHF8	209
BTNL9	209
FRMD3	209
SHISAL1	209
LY6G6C	209
SPTSSA	209
SERINC1	209
SLC30A4	209
SCARB2	209
SQLE	209
KLRG1	209
CD300C	209
RNF170	209
EDA2R	209
AOC3	209
RNF144A	209
MMD2	209
MFSD12	209
CLDN1	209
MYADM	209
ALG3	209
SLC18A2	209
ATP6AP2	209
CXCR2	209
IL3RA	209
TMCO5A	209
BLCAP	209
RNF152	209
NDUFB11	209
CNIH2	209
SLC14A1	209
NDUFAF1	209
CD69	209
CD3G	209
MS4A7	209
CCDC107	209
MS4A4A	209
GPA33	209
ADGRG3	209
GJA4	209
CD302	209
SLC34A2	209
SLC16A10	209
OPRD1	209
DRAM1	209
SLC10A2	209
DAGLA	209
RTN3	209
SYNE4	209
TMEM44	209
PLPPR1	209
LRAT	209
GJB6	209
ACKR2	209
CDS1	209
C11orf24	209
SLC18A3	209
EXTL1	209
OR10AG1	209
TMEM255B	209
AGPAT5	209
CNIH4	209
NSDHL	209
PAQR6	209
