protein name	cluster
PPP1CC	274
CSRNP2	274
PPP1R7	274
CSRNP1	274
PRKAB2	275
C2orf42	275
AVP	275
TCF19	275
QKI	275
PRKAG3	275
IL37	275
ZNF236	275
RHEBL1	275
PDE6G	275
GTF2I	276
FAM136A	276
DPY30	276
GPATCH2	276
TSPY3	276
TSPY10	276
BCAS4	276
TSPY2	276
BEND3	276
CFAP91	276
UFSP1	277
PFDN5	277
STK19	277
METTL15	277
DOK5	277
CSPP1	277
IRX2	277
ELK3	277
MYOT	277
NEUROG2	277
SCYL3	278
GABARAPL2	278
NEDD4	278
UBA5	278
LZTR1	278
ARFGAP1	278
RCN2	278
NUDT15	278
RETREG1	278
BSDC1	278
ZNF655	279
SIGLEC6	279
THAP6	279
DBF4B	279
IDI1	279
FADS2	279
INTS10	279
RRM1	279
C8orf74	279
NOTUM	279
ARRB1	280
CTNS	280
GNMT	280
GAGE2A	280
FRG1	280
ZNF337	280
COX7B	280
SNRNP200	280
GABRQ	280
SRD5A2	280
HOMER3	281
LRRC7	281
NQO2	281
POLI	281
MDM1	281
PALLD	281
CCDC141	281
C1orf116	281
RBM14	281
HOMER2	281
YIF1A	282
CNRIP1	282
SEC23IP	282
WDFY2	282
MLLT1	282
CERS2	282
YIPF5	282
CST6	282
SCN4B	282
TMEM225B	282
MACROH2A2	283
FAM133A	283
H2BC15	283
H1-7	283
H2AB3	283
H2AB2	283
H2AC18	283
H2AC19	283
H2AC8	283
H2AC4	283
CBLIF	284
TMEM237	284
VEGFA	284
SLC12A7	284
SLC13A4	284
SLC7A3	284
FKBP14	284
OPRD1	284
SLC16A4	284
ROBO2	284
ARNTL2	285
CTTNBP2	285
EPAS1	285
CLOCK	285
NPAS2	285
ARNTL	285
RSKR	285
TRAPPC12	285
AZIN1	285
DHTKD1	285
CLDN11	286
ZP3	286
MALL	286
MSR1	286
MS4A12	286
CRHR2	286
ELOVL2	286
CTLA4	286
BRI3	286
PLA2G2E	286
ZBTB43	287
SMCO3	287
C19orf47	287
FAM83A	287
POLR2L	287
PSMA3	287
PSMA6	287
NFKBIA	287
PSMD3	287
ZNF596	287
CEP76	288
PDRG1	288
ZNF653	288
CENPI	288
RALGPS1	288
TTLL10	288
KIAA1143	288
KDM4D	288
PDZD7	288
NHLRC2	288
TBC1D3G	289
TBC1D3B	289
BTBD1	289
BTBD2	289
PSMD5	289
PSMC1	289
PSMD2	289
PSMC2	289
BAG1	289
UBLCP1	289
CCDC125	290
YWHAE	290
ZNF436	290
ZNF32	290
FAM47B	290
MYH1	290
CCNG1	290
ZNF230	290
YWHAQ	290
ZNF883	290
TMEM121	291
LAPTM4A	291
TMED8	291
CYB561D1	291
ADTRP	291
DEFB129	291
AMIGO2	291
EI24	291
ZDHHC16	291
MRPL41	291
TLK2	292
LIN7B	292
MPP3	292
LIN7A	292
LIN7C	292
CASK	292
FRMD6	292
PALS2	292
MPP2	292
MAK16	292
RAB2A	293
RAB2B	293
HES6	293
FAM114A1	293
PMAIP1	293
FRMD1	293
FAM71A	293
TMEM70	293
FAM71F2	293
TXNDC11	293
MINAR1	294
FRYL	294
PDCD10	294
FAM118B	294
PUS10	294
STK25	294
STK26	294
PROSER2	294
PLEKHS1	294
C4orf19	294
ABITRAM	294
CAGE1	295
USHBP1	295
ZFYVE26	295
IMP3	295
ASB15	295
CCBE1	295
CCDC42	295
TIMM13	295
BLOC1S2	295
BLOC1S1	295
FCRL5	295
SCARA5	296
GPR152	296
FDFT1	296
CLN5	296
GAST	296
CRISP3	296
C8A	296
INS-IGF2	296
IGF2	296
IFNA8	296
PROM2	296
RABAC1	297
SELENOK	297
SNX10	297
ZFYVE21	297
SNX8	297
LTBR	297
SSR3	297
SH3GL3	297
STOML2	297
C6orf47	297
MEST	297
RAB3IP	298
RABIF	298
LARP1B	298
LMCD1	298
RAB3D	298
VRTN	298
RAB3A	298
RAB3C	298
RAB3B	298
RAB1A	298
RAB1B	298
LETMD1	299
RSAD2	299
H4C7	299
APOC1	299
SIRPB1	299
RADIL	299
DBX1	299
MTCH2	299
ATP5MJ	299
MAIP1	299
GSDMA	299
MAPK9	300
DUSP16	300
ARRB2	300
DUSP10	300
MED12L	300
MLIP	300
SHMT1	300
ZNF559	300
RASL10B	300
GATA5	300
MAPK8	300
PAX7	301
CIB1	301
ZBTB49	301
GLIS3	301
EIF4G1	301
LSS	301
ELAPOR1	301
FUCA1	301
CD27	301
TMEM95	301
CALCB	301
EMD	302
GRAMD2A	302
LEMD1	302
ERMAP	302
KCNN3	302
KCNJ8	302
ZNF549	302
BANF1	302
KCNJ12	302
SOWAHB	302
KCNJ18	302
AGR2	303
RCN1	303
GPSM1	303
SERF2	303
CPNE6	303
RBP5	303
NSD1	303
PHC3	303
CD34	303
APOBEC3B	303
RTL4	303
KEAP1	304
KLHL3	304
PALB2	304
ICAM1	304
COL1A1	304
IFIH1	304
ETF1	304
COL2A1	304
ERICH5	304
PTMA	304
DPP3	304
LMO1	305
KRBOX4	305
ZNF641	305
HNRNPM	305
APOBEC1	305
AKNA	305
ZNF460	305
UFSP2	305
AC010323.1	305
NDUFA7	305
BNC2	305
LHX4	306
TRMT11	306
ORC6	306
PARP11	306
BOD1L2	306
DCAF10	306
MRS2	306
CORO1B	306
CENPS	306
ERO1A	306
CENPS-CORT	306
ALAS1	307
TMSB10	307
ZNF175	307
COBL	307
CAP2	307
MTSS2	307
DUSP19	307
RNF168	307
GRXCR1	307
SCAF1	307
ZNF264	307
HDAC7	308
NRIP2	308
UBL3	308
RAC2	308
KLF16	308
RAC1	308
RAC3	308
GNG12	308
KRBA2	308
BRWD1	308
TIAF1	308
KAZN	309
GRAMD4	309
PAFAH1B3	309
TACC2	309
PAFAH1B2	309
MYH7	309
CLVS2	309
FBXW2	309
PCYT2	309
S100A7	309
S100A7L2	309
S100A7A	309
GGT6	310
RILPL1	310
ARRDC2	310
EPN2	310
OTUB2	310
MLANA	310
PMEPA1	310
FAIM2	310
PIP4P1	310
WBP1L	310
THOP1	310
FANCM	310
MCRS1	311
JAKMIP1	311
C18orf25	311
CYTIP	311
MIER2	311
AGGF1	311
BRD8	311
MIER3	311
EGR2	311
KAT7	311
TADA2B	311
BRMS1	311
ATXN1	312
EXTL3	312
PICALM	312
ODAM	312
SNX33	312
SOX3	312
ADAM15	312
CAMK1	312
EML3	312
SORCS3	312
DAZ2	312
ZNF488	312
ZNF639	313
DNPEP	313
DERL2	313
MPP1	313
NAV1	313
PAQR8	313
FTHL17	313
SLC35E1	313
PRIMPOL	313
ATRAID	313
ACER1	313
ACER2	313
SMARCB1	314
KRT27	314
ODAD3	314
CCDC197	314
HAUS1	314
KRT24	314
KRT13	314
SMARCC2	314
CCDC22	314
PNN	314
LKAAEAR1	314
GSTK1	314
TLX3	315
PITX1	315
CSTF2	315
TBX22	315
TCF7L2	315
ATP6V0D1	315
IGFL2	315
GGTLC2	315
TCIRG1	315
FCSK	315
ERAS	315
THTPA	315
NRBF2	316
FNDC3B	316
NRF1	316
MVP	316
SPSB2	316
BBS2	316
ABHD8	316
TESMIN	316
SRARP	316
PIK3R4	316
CEMP1	316
STPG4	316
TFIP11	317
GCFC2	317
HMG20B	317
WAC	317
KIAA0753	317
HIP1R	317
MYOM1	317
NUP88	317
VPS39	317
CCDC96	317
CCDC121	317
VPS11	317
KRTAP19-4	318
GPSM3	318
C9orf57	318
C10orf82	318
CIDEC	318
C11orf45	318
COA7	318
STXBP5L	318
IVD	318
ACMSD	318
RIPK4	318
HIGD2B	318
AP2M1	319
KNOP1	319
PRPF38A	319
PTS	319
H2BC4	319
H2BC21	319
CXorf51A	319
CXorf51B	319
H2BC8	319
H2BC6	319
H2BC7	319
H2BC10	319
CRACR2A	320
GADD45G	320
ZNF664	320
ARPC4	320
ZNF763	320
NMB	320
RRP7A	320
FAM156B	320
FAM156A	320
ARPC5L	320
AFAP1L1	320
CFAP44	320
ADGRA2	321
CCNDBP1	321
ZNF223	321
ZNF557	321
RPL28	321
ZNF155	321
IRGC	321
RPL7L1	321
TCEAL1	321
HMGB1	321
ZNF334	321
ZNF480	321
NOL7	321
LENG1	322
ANKRD23	322
ENKD1	322
GADD45GIP1	322
ZMAT2	322
A1CF	322
BCAT1	322
C17orf75	322
LGALS4	322
WDR62	322
FOS	322
STXBP4	322
SRGAP3	322
MLH1	323
NANOS3	323
CDKL5	323
NFIX	323
C9orf152	323
MPG	323
LUC7L3	323
SYF2	323
RADX	323
UBOX5	323
FAN1	323
ZFP57	323
TSGA13	323
GOLGA6L9	324
CDR2L	324
PPP1R16B	324
RBM48	324
DUSP26	324
CEP72	324
UBL4B	324
RLN1	324
ORC1	324
ZSCAN26	324
JMY	324
ASXL1	324
DENND5A	324
LXN	325
DNAJC11	325
SHKBP1	325
SPAG7	325
COX6A1	325
ZNF430	325
IGSF11	325
BOC	325
CA3	325
YIF1B	325
MCMDC2	325
ZNF679	325
FCGR3A	325
FAM204A	326
ZCCHC10	326
CDC14B	326
SPANXN2	326
CDYL2	326
ZNF84	326
EPB41L3	326
H2BC11	326
RPL27	326
ZNF2	326
RRP1	326
ZNF75A	326
NOL12	326
ZMAT4	327
TARBP2	327
EIF2AK2	327
PRKRA	327
ADARB1	327
STOX1	327
ZNF346	327
LRSAM1	327
STRBP	327
NKRF	327
STAU1	327
PNPT1	327
ZMAT3	327
SLC13A2	328
GJA8	328
LAYN	328
ABL1	328
TMEM45A	328
SLC8A3	328
PROKR2	328
RNF152	328
SLC38A4	328
RXFP4	328
S1PR5	328
P2RY13	328
QRFPR	328
PPM1J	329
SPG21	329
HSBP1L1	329
NUP58	329
TDO2	329
RPS19	329
RAD51C	329
EIF1B	329
NR1D1	329
CEPT1	329
PDE5A	329
DTX3L	329
ASMTL	329
ZNF76	330
GGA3	330
SNAI2	330
USP7	330
MYL10	330
ACAT2	330
USP6	330
TGS1	330
FCRL4	330
PMPCA	330
RNF214	330
LETM1	330
ALOXE3	330
ZNF623	330
FHL3	331
WNK1	331
TMEM108	331
ARHGEF10	331
LHB	331
THEG	331
CRIP3	331
MRPL27	331
KIRREL2	331
KIDINS220	331
SBF2	331
C9orf116	331
HIPK1	331
SHE	331
ACOT12	332
NAA10	332
RIMBP2	332
NAA11	332
CREBRF	332
EPHB6	332
CASP8AP2	332
TAF7L	332
CDCA5	332
BAALC	332
PPP2R3B	332
MRPS11	332
MTARC1	332
CDC25A	332
PIN1	333
EIF3M	333
EP400	333
ZNF212	333
PLEKHG2	333
RFC3	333
C19orf25	333
NUP35	333
ZMIZ2	333
ETV6	333
ANKRD40	333
DAB1	333
SUPT5H	333
ZNF783	333
PHF7	334
UBE2D2	334
IP6K3	334
UBE2D1	334
UBE2D4	334
UBE2D3	334
UBE2E3	334
UBE2E2	334
CHFR	334
RNF11	334
UBTD1	334
RNF181	334
ZNRF1	334
POLR2E	334
DVL3	335
PHF19	335
TBPL1	335
TNFAIP8L1	335
ANKRD36B	335
ABT1	335
ZBTB9	335
ZNF821	335
ZNF394	335
TNP1	335
DDX54	335
SNX22	335
SAP30L	335
RBM15B	335
LCN1	336
FAM25A	336
FAM25G	336
FAM25C	336
KLHL35	336
ARMC10	336
ARMCX3	336
PPIC	336
TOMM20L	336
IGLL1	336
COX16	336
ZFAND3	336
GPD1	336
S100A6	336
CEP70	337
ZNF366	337
CAVIN1	337
ZNF599	337
AGBL2	337
SOD2	337
KRI1	337
SEC14L1	337
ZNF227	337
GPATCH4	337
HMGB4	337
ZNF140	337
ZNF860	337
ZNF433	337
NINJ2	338
C2CD2L	338
SYS1	338
DERL1	338
VAMP3	338
TM4SF20	338
HGFAC	338
TSPO	338
NINJ1	338
ZDHHC21	338
VSIG1	338
CLDN1	338
CEACAM3	338
GJA1	338
SLAMF8	338
MAGEA6	339
LIN37	339
MAGEA3	339
GFOD1	339
BCL7B	339
IQSEC1	339
CTF1	339
SON	339
NOSTRIN	339
KIF27	339
LCORL	339
LIN52	339
COL4A6	339
RPL37A	339
C17orf49	339
TMEM31	340
RHBDD1	340
RDH11	340
RHBDL1	340
SPTSSA	340
BCAP31	340
TMEM44	340
LRAT	340
SLC39A6	340
NSDHL	340
ATP5MC3	340
GJD4	340
DEFB105A	340
DEFB105B	340
IFITM5	340
NASP	341
H3-4	341
H3C13	341
H3-5	341
H3C12	341
H3C4	341
H3C14	341
H3C15	341
H3C8	341
H3C6	341
H3C11	341
H3C1	341
H3C7	341
H3C10	341
DNAJC9	341
CCDC28A	342
DYNLL1	342
DYNLL2	342
GNL3L	342
FAM153A	342
FAM117B	342
OR7C2	342
THAP10	342
ZNF710	342
DCTN5	342
PKIG	342
RASGRP4	342
C12orf40	342
FAM53B	342
ZAR1	342
KRTAP10-6	343
ZNF302	343
STRA6	343
ZNF239	343
ZNF169	343
ZC3HAV1	343
ZNF479	343
KIAA0040	343
ZNF776	343
DKK2	343
MT1B	343
ZNF543	343
ZNF563	343
ZNF600	343
ZNF418	343
ZNF595	343
POU6F2	344
MLLT10	344
HNF1B	344
TNXB	344
KDF1	344
SSUH2	344
NKX3-2	344
IRX4	344
SMAD5	344
TLX2	344
THADA	344
VAX2	344
ZNF384	344
SORL1	344
PDE6H	344
PPIP5K2	344
PPIL4	345
OSBP2	345
DLG3	345
KDELR1	345
EIF4H	345
RPS8	345
DLGAP1	345
DLGAP2	345
DHRS11	345
DLG2	345
DLGAP3	345
MAGI2	345
AOAH	345
RNASE2	345
RPF2	345
SERPINB13	345
MCM2	346
ASF1A	346
H4C8	346
H4C3	346
H4C11	346
H4-16	346
H4C15	346
H4C14	346
H4C12	346
H4C6	346
H4C13	346
H4C9	346
H4C5	346
H4C4	346
H4C1	346
H4C2	346
TRIM45	347
TNK1	347
ZMYND19	347
MLLT6	347
TOX4	347
GTF2F2	347
SELENOV	347
GSE1	347
GAPDHS	347
TBRG1	347
WDR77	347
SSX3	347
HACL1	347
CBWD5	347
CBWD1	347
CBWD3	347
MAPRE3	348
RBM6	348
MAPRE2	348
MAPRE1	348
CCSER1	348
SPDYE2B	348
SPDYE2	348
MARCHF7	348
TRAIP	348
CRTAC1	348
HROB	348
KNSTRN	348
PSRC1	348
POU4F1	348
FOXD4L4	348
C20orf202	348
PQBP1	348
CMTM5	349
CMTM3	349
AGPAT4	349
REEP5	349
RHEX	349
SYNGR3	349
BSND	349
MDK	349
TMEM109	349
NAT8	349
SLC30A3	349
TNFRSF10D	349
RDH10	349
APOA1	349
DDA1	349
TSPAN31	349
TMF1	349
EXOC7	350
GSC2	350
TIPIN	350
DYRK1B	350
GTSF1L	350
BEST3	350
LTO1	350
GUCY1A2	350
ANXA5	350
PTER	350
ISX	350
GALNT11	350
MRPS23	350
C1D	350
TROAP	350
HELLS	350
YAE1	350
HMOX1	351
HMOX2	351
C1GALT1	351
RTP2	351
PLPP4	351
LCP2	351
ELOVL6	351
TVP23B	351
TMEM187	351
SCAMP4	351
VAMP4	351
TMEM267	351
VAMP1	351
NDUFB11	351
LAMA4	351
FIS1	351
ABHD6	351
ZNHIT1	352
OTX2	352
ASIC4	352
AURKC	352
GUCA1B	352
B4GALNT2	352
GPR45	352
RPS26	352
RTCA	352
TBCEL	352
HIKESHI	352
ATP6V1G3	352
TRMT10B	352
OR1L3	352
RNASE11	352
JPT1	352
OR6C1	352
CALCOCO1	353
CEP19	353
ZNF420	353
PTPN23	353
RABL2B	353
FOXR1	353
ANAPC15	353
SYNE4	353
RABL2A	353
ROBO4	353
PAPSS2	353
SENP3	353
PEX13	353
CCDC74A	353
GNL3	353
ZNF81	353
CEP43	353
BAG4	354
DCX	354
TRIM38	354
ZBTB34	354
TINAGL1	354
ALG13	354
PIAS4	354
HSPA8	354
HSPA1L	354
ZBTB45	354
HSPA2	354
ERVK3-1	354
FTH1	354
C3orf38	354
ODF3L1	354
HSPA1B	354
HSPA1A	354
GMCL1	355
PAICS	355
ZMYM2	355
MINDY1	355
PTPN7	355
SHQ1	355
RASA1	355
XAGE2	355
CFAP410	355
NFIL3	355
XAGE3	355
EXOC3	355
HYKK	355
GAGE1	355
GAGE10	355
GAGE12J	355
GAGE13	355
ESRRG	356
C1orf74	356
ESRRA	356
RARB	356
PPARGC1A	356
TOP3B	356
FASTK	356
NR5A1	356
NR0B1	356
ESRRB	356
TRERF1	356
FAM107A	356
C22orf23	356
NR0B2	356
BPHL	356
ATM	356
NRIP1	356
RBIS	356
TRAF2	357
SPAG5	357
EEF1AKNMT	357
TNFAIP3	357
RIPK1	357
FADD	357
ZMYM6	357
MAVS	357
TRADD	357
CTCF	357
FAM120B	357
SOX13	357
ZSWIM3	357
ASCC1	357
BCL10	357
MSRB2	357
TIGD4	357
AKR1B15	357
FBXL8	358
MTUS1	358
FBXO2	358
SKP1	358
FBXL20	358
FBXO3	358
FBXO5	358
FBXO9	358
FBXO6	358
FBXL5	358
FBXL12	358
FBXO25	358
FBXL2	358
FBXO27	358
FBXO22	358
FBXL14	358
FBXO46	358
FBXL22	358
FBXO48	358
PRR20B	359
PRR20A	359
PRR20D	359
PRR20C	359
PRR20E	359
MIEN1	359
SP4	359
FOXP3	359
NOTCH3	359
MBNL3	359
RBM23	359
CELF4	359
ESRP1	359
PTTG2	359
ZNF683	359
ZCCHC14	359
ZNF385C	359
RBM42	359
ANKHD1	359
BANP	360
C2orf83	360
ZNF143	360
IDO2	360
PANX2	360
BEND2	360
DMRTB1	360
TAF6	360
HHIPL1	360
STK38	360
HEYL	360
PHF21A	360
RHOQ	360
SP3	360
RIDA	360
FLOT1	360
PIK3C2G	360
ALAS2	360
RHNO1	360
VAC14	361
GINS3	361
KHDC1	361
C4orf33	361
C11orf54	361
EIF2S1	361
GNB1	361
SIGLEC5	361
AC018755.2	361
GTF3C2	361
CASP1	361
WRAP53	361
AMT	361
RNASEH2C	361
OTOS	361
VHLL	361
ZNF720	361
CDRT4	361
PDLIM4	361
PRMT7	361
FHL2	362
ZNF200	362
PRDM11	362
SOX30	362
BARX2	362
VXN	362
SP2	362
SREBF2	362
RFX3	362
JUP	362
DEAF1	362
RASL12	362
MAGEL2	362
CCDC92	362
RAI2	362
CSN2	362
NIBAN1	362
AKIP1	362
GNG4	362
SAXO2	362
PCDHB14	363
SRSF3	363
RASD1	363
HNRNPK	363
RBMY1F	363
RBMY1J	363
RBM3	363
RBMY1A1	363
FOXD4L3	363
YTHDC1	363
KHDRBS3	363
CIRBP	363
APOBEC3C	363
PRR3	363
HHEX	363
MRPL9	363
HNRNPR	363
ZNF317	363
HNRNPLL	363
C6orf223	363
KCTD8	363
DDIT4L	364
BID	364
PCBP3	364
ACOT11	364
LRMDA	364
ABCB11	364
PPP3R2	364
STK4	364
BCL2L14	364
ZNF593	364
TYW3	364
CAMTA2	364
DNPH1	364
RAB32	364
MED18	364
AFMID	364
TXNL4A	364
SH3BGRL3	364
PMVK	364
NR2C2AP	364
FHIT	364
ARPIN	364
PBX3	365
RBFA	365
PPIF	365
TSFM	365
FADS6	365
TBRG4	365
TPD52	365
TPD52L1	365
JOSD2	365
INPP5K	365
RNF186	365
SIN3A	365
CPNE2	365
CAV3	365
HSFX1	365
HSFX2	365
CPLX2	365
TMCO2	365
GBP7	365
NUDT9	365
TMEM196	365
MBLAC2	365
GTF2IRD1	366
GORASP2	366
APIP	366
CRYAA	366
CRYAA2	366
ECHDC1	366
ETHE1	366
TSC22D1	366
FIG4	366
CRYAB	366
TPH1	366
DYRK3	366
TAGLN	366
TRPT1	366
RBM46	366
PSMD6	366
NUDT5	366
MPLKIP	366
TP53RK	366
CNTNAP2	366
GNG7	366
RAB39A	366
CCL26	367
C3orf52	367
QPCTL	367
C5	367
COL4A5	367
ASGR1	367
TMEM222	367
FOLH1	367
SLC23A2	367
ATP1B4	367
SPRING1	367
CNMD	367
REEP3	367
RNF150	367
SIGLECL1	367
MRGPRX3	367
CHST13	367
DEXI	367
ZNRF3	367
ST6GALNAC3	367
AGER	367
HLA-DPA1	367
SDCBP	368
UBE2R2	368
NADK	368
RNH1	368
HHAT	368
EXOSC4	368
RP9	368
UBE2A	368
LGALS2	368
MOB1A	368
TNFAIP8L3	368
GKAP1	368
SCG3	368
SLC50A1	368
CAV2	368
SUB1	368
TCF21	368
HOXA7	368
GGPS1	368
CBR3	368
CDCP1	368
RRM2	368
PSMB3	368
ENPP4	369
TMBIM6	369
ADIPOR2	369
HTR2C	369
CNIH1	369
TNFRSF17	369
IER3	369
COBLL1	369
PIANP	369
SLAMF6	369
STEAP1B	369
GZMK	369
ESAM	369
SYT9	369
PI16	369
KCNC1	369
TMUB1	369
FGFBP2	369
RHBDL2	369
TREML1	369
SOAT2	369
HJV	369
GPHB5	369
ATP6V1C2	370
NCK2	370
CUEDC1	370
ONECUT3	370
MNT	370
PAK2	370
SHD	370
SRMS	370
BTG1	370
GAREM1	370
EIF3H	370
PAK1	370
FAM124A	370
PIK3AP1	370
SPATA2L	370
SSH3	370
NET1	370
DEFB124	370
PRR16	370
FAM47A	370
KIAA0408	370
CIPC	370
ZBTB12	370
NCK1	370
ABI2	371
RASAL3	371
ZMAT1	371
C4orf17	371
AARD	371
INSYN1	371
ABI1	371
MED29	371
SNAP91	371
DCTN2	371
FBXL19	371
VARS2	371
SCGN	371
ZNF785	371
FKBP1A	371
COG3	371
MAGEA1	371
SLA	371
WASF3	371
EPS8L1	371
EGR4	371
NFASC	371
PWWP2B	371
S100A9	371
REX1BD	372
MAGEA11	372
PATJ	372
CEP57L1	372
ACSM2B	372
PIK3IP1	372
IL11	372
CLUAP1	372
JADE3	372
PIN4	372
CORO1A	372
GPX7	372
TRMT1	372
PHYH	372
TCF25	372
SNX20	372
CCDC105	372
UBE3D	372
DOCK10	372
IFI44	372
RANBP10	372
NDUFB9	372
TMEM123	372
CCDC27	372
PLCXD3	372
IGF1	373
MESD	373
TYMP	373
ZNF844	373
TEX48	373
MKNK2	373
TTC21A	373
SPDEF	373
MCM9	373
FAM172A	373
ABCG8	373
FAM13C	373
ZNF827	373
LY96	373
AKNAD1	373
ADAL	373
CYP4F11	373
CHCHD1	373
ACBD7	373
COX14	373
COX5A	373
FCER1A	373
TREX2	373
ZNF493	373
H2BC13	373
RHBDD2	374
IL32	374
MAOB	374
SLC25A3	374
FMO4	374
SNPH	374
SLC25A2	374
MRPL35	374
USP30	374
SCGB3A1	374
IFI27L1	374
MMRN2	374
MICOS13	374
GAL3ST3	374
TUFM	374
MFSD14C	374
DYNC1H1	374
GDF5-AS1	374
SDHD	374
NCBP2AS2	374
H2BC3	374
C10orf67	374
ATP6V1H	374
SPATA2	374
COX20	374
CD79B	375
SGTB	375
ADAT2	375
TXNDC12	375
GYPA	375
CCL3L3	375
UPK3A	375
KCNE5	375
ETNK1	375
PRB4	375
SLC41A3	375
EVA1A	375
SIL1	375
SPINK4	375
CSH1	375
GGH	375
SLC51B	375
PDIA6	375
ITPRIP	375
VEGFC	375
IL6R	375
TNFSF13	375
EMCN	375
CD3D	375
COLQ	375
ZNF263	376
SCAND1	376
ZSCAN22	376
ZSCAN9	376
ZSCAN16	376
ZKSCAN4	376
ZSCAN18	376
PGBD1	376
ZSCAN32	376
ZNF496	376
ZSCAN21	376
ZNF24	376
ZNF483	376
ZNF396	376
ZNF397	376
ZSCAN25	376
MARCHF8	376
ZNF174	376
TVP23A	376
ZNF449	376
ARR3	376
NDUFB5	376
ZKSCAN7	376
CCDC51	376
KCTD19	376
TLE5	377
RBM11	377
EYA2	377
C7orf57	377
HOXC9	377
PATZ1	377
RAMAC	377
WDR25	377
THAP7	377
ZIM2	377
PHC2	377
ETFDH	377
SOX5	377
TP53BP1	377
STH	377
MYH7B	377
ABHD11	377
TLE3	377
IRX6	377
KLF4	377
ASB3	377
PLAGL1	377
LDLR	377
SPATA25	377
CCNO	377
SIX2	377
DMRT2	377
KRT31	378
KRT33B	378
KRT15	378
KRT39	378
KRT35	378
KRT40	378
KRT19	378
KRT36	378
KRT20	378
VPS28	378
KRT38	378
KRT37	378
KRT16	378
KRT14	378
KRT18	378
LCA5L	378
HS6ST1	378
NODAL	378
SLC25A42	378
KRT73	378
KRT77	378
KRT26	378
KRT32	378
KRT28	378
KRT25	378
RESF1	378
SLC19A1	378
SCD	379
SEC22A	379
SERP2	379
TMEM65	379
TMEM243	379
C16orf54	379
EDDM3B	379
PGA4	379
GIMAP1	379
PLN	379
PACC1	379
CLDN4	379
TMED9	379
MOSPD3	379
ZDHHC24	379
CD207	379
MS4A14	379
TMPRSS4	379
GRAMD2B	379
TYRP1	379
STOML3	379
HAVCR2	379
LPAR6	379
TRAT1	379
PHB	379
CD300A	379
SDHAF2	379
CD7	379
KTN1	380
SHISA3	380
MAL	380
TMEM190	380
GRAMD1A	380
CLDN22	380
NKAIN4	380
TMEM213	380
EVI2A	380
CLDN14	380
TIGIT	380
RAMP1	380
PERP	380
TMEM30A	380
BTN2A1	380
LMAN2L	380
CLDN20	380
FCRL2	380
CLEC4C	380
FIBCD1	380
AMHR2	380
KCNMB4	380
LRTM1	380
CXADR	380
JAML	380
GSG1L	380
IL20RB	380
PRRT1	380
AOC1	381
DAZAP2	381
OTUD7B	381
ARRDC3	381
CDIP1	381
SUSD6	381
PLEKHB2	381
EPN3	381
RPS27A	381
LITAF	381
TRIM26	381
NEDD4L	381
OTULIN	381
UBA52	381
USP13	381
EPN1	381
HSFY2	381
HSFY1	381
C1orf94	381
RBM47	381
SPART	381
ARRDC1	381
MKRN1	381
PRR34	381
SOX10	381
HEY1	381
LGALS9	381
RBM43	381
CHCHD2	382
AGTRAP	382
COL8A2	382
SYP	382
SDR16C5	382
CMTM4	382
STAR	382
CACFD1	382
SUCLA2	382
WIPI2	382
MAL2	382
SCAMP1	382
SCAMP5	382
CMTM6	382
BPIFA2	382
ECPAS	382
ATP5F1D	382
ATP5F1E	382
HIGD1C	382
MRRF	382
STARD4	382
SSX5	382
GDNF	382
PNPO	382
APOA4	382
RAB30	382
YARS2	382
CELA3A	382
ETFRF1	382
CIDEB	383
NAALAD2	383
ROMO1	383
TIMM17B	383
MPC2	383
TSR1	383
MPC1	383
TAOK2	383
ATP5ME	383
CAND2	383
MTERF4	383
DNAJA3	383
GNB3	383
GPAM	383
SDHAF1	383
RAMP2	383
SCO1	383
ARL8B	383
SAA2	383
AFG1L	383
SAA4	383
SAR1B	383
CMPK1	383
MRPL36	383
MRPL57	383
MICOS10	383
C5orf38	383
PISD	383
FAM218A	383
SCO2	383
INCA1	384
LYPLA2	384
SLC22A18AS	384
NUDT16L1	384
MSRB1	384
KIF16B	384
FAM86C1P	384
KLHL26	384
TFAP2A	384
THRSP	384
CPSF1	384
TRIM68	384
CCDC74B	384
LGALS3	384
C1orf56	384
NMRK1	384
KCTD21	384
KIR2DL4	384
UFM1	384
TXNDC17	384
DOK4	384
CHCHD5	384
PSMB2	384
MATN3	384
PADI3	384
RALB	384
HENMT1	384
CCDC78	384
STT3B	384
ZNF747	384
ASPH	385
NUCB2	385
PDGFA	385
OCIAD1	385
SMIM11A	385
SMIM11B	385
TNFRSF10B	385
ZG16	385
WFDC5	385
PTN	385
SOD3	385
TXNDC15	385
PCSK4	385
PRB2	385
SMIM19	385
FGFBP1	385
IL21	385
UGT2B11	385
GPR119	385
PTH	385
LTA	385
DCD	385
LRPAP1	385
SPINK1	385
ENPP6	385
DEFB1	385
FDCSP	385
SDC2	385
INSL5	385
BGLAP	385
SCGB1C2	385
TCF4	386
BCL2L15	386
SPO11	386
ATP11B	386
TCF23	386
ID3	386
ASCL4	386
BCL11A	386
SCX	386
TCF3	386
HAND1	386
ID1	386
ASCL3	386
TWIST2	386
TCF12	386
MYOD1	386
ID2	386
TTF2	386
MYF5	386
FERD3L	386
NEUROG3	386
FIGLA	386
DNTT	386
MAGEC3	386
NFAM1	386
NEUROD1	386
NEUROG1	386
TCF24	386
PATE1	386
